OrderID,OrderDateTime,CustomerID,Price,Calories
108,2022-01-09 08:50:00,12475,32.75,818
109,2022-01-09 08:50:47,19076,28.11,618
110,2022-01-09 08:51:34,19421,9.56,334
111,2022-01-10 09:52:21,17365,44.03,1585
112,2022-01-10 09:53:12,10254,9.34,140
113,2022-01-10 09:54:03,19189,43.84,1183
114,2022-01-10 09:54:54,10894,21.64,627
115,2022-01-10 09:55:45,16481,26.16,444
116,2022-01-10 09:56:36,12974,14.75,590
117,2022-01-10 09:57:27,12762,23.86,930
118,2022-01-10 09:58:18,14971,25.26,530
119,2022-01-10 09:59:09,13474,34.97,734
120,2022-01-10 10:00:00,18921,34.91,1256
121,2022-01-10 10:00:51,11776,30.08,812
122,2022-01-11 11:01:42,17052,25.8,438
123,2022-01-11 11:02:35,19339,11.97,442
124,2022-01-11 11:03:28,16680,6.29,132
125,2022-01-11 11:04:21,15664,37.99,607
126,2022-01-11 11:05:14,13554,49.44,1631
127,2022-01-11 11:06:07,19322,9.62,346
128,2022-01-11 11:07:00,19516,6.98,139
129,2022-01-11 11:07:53,19501,32.37,1197
130,2022-01-11 11:08:46,18778,41.44,1201
131,2022-01-11 11:09:39,18654,44.09,1499
132,2022-01-11 11:10:32,13336,21.74,673
133,2022-01-11 11:11:25,18245,46.84,1405
134,2022-01-11 11:12:18,11207,46.81,1591
135,2022-01-11 11:13:11,15787,11.14,178
136,2022-01-11 11:14:04,16109,13.13,249
137,2022-01-11 11:14:57,10570,9.21,340
138,2022-01-11 11:15:50,11023,49.34,1085
139,2022-01-12 12:16:43,14364,12.28,196
140,2022-01-12 12:17:38,13871,42.3,1015
141,2022-01-12 12:18:33,10058,16.62,531
142,2022-01-12 12:19:28,18490,47.24,1700
143,2022-01-12 12:20:23,13370,21.07,547
144,2022-01-12 12:21:18,18932,34.14,921
145,2022-01-12 12:22:13,12504,46.3,1296
146,2022-01-12 12:23:08,17129,30.78,800
147,2022-01-12 12:24:03,16074,9.12,319
148,2022-01-12 12:24:58,15729,8.41,201
149,2022-01-12 12:25:53,18828,42.39,1144
150,2022-01-12 12:26:48,13633,8.48,212
151,2022-01-12 12:27:43,19375,36.6,549
152,2022-01-12 12:28:38,17575,10.74,386
153,2022-01-13 13:29:33,19287,24.2,532
154,2022-01-13 13:30:05,16551,16.06,385
155,2022-01-13 13:30:37,15280,33.9,779
156,2022-01-13 13:31:09,12410,5.06,146
157,2022-01-13 13:31:41,11761,16.18,420
158,2022-01-13 13:32:13,17856,9.27,194
159,2022-01-13 13:32:45,10687,29.94,808
160,2022-01-13 13:33:17,17283,44.58,1381
161,2022-01-13 13:33:49,17587,26.22,471
162,2022-01-13 13:34:21,18651,32.97,1088
163,2022-01-13 13:34:53,12912,23.49,916
164,2022-01-13 13:35:25,10440,36.32,544
165,2022-01-13 13:35:57,11832,18.64,503
166,2022-01-13 13:36:29,17300,41.6,873
167,2022-01-13 13:37:01,10079,15.77,551
168,2022-01-13 13:37:33,15045,21.67,801
169,2022-01-13 13:38:05,12556,19.75,296
170,2022-01-13 13:38:37,18213,14.34,544
171,2022-01-13 13:39:09,11315,40.69,1017
172,2022-01-14 14:39:41,16572,40.69,1057
173,2022-01-14 14:39:55,18645,35.19,1266
174,2022-01-14 14:40:09,15603,14.24,256
175,2022-01-14 14:40:23,17501,9.48,265
176,2022-01-14 14:40:37,12984,40.42,1535
177,2022-01-14 14:40:51,13153,40.44,1051
178,2022-01-14 14:41:05,14874,39.31,1336
179,2022-01-14 14:41:19,15651,43.08,775
180,2022-01-14 14:41:33,18926,33.71,1314
181,2022-01-14 14:41:47,16195,27.76,888
182,2022-01-14 14:42:01,16582,15.77,299
183,2022-01-14 14:42:15,12004,43.86,1008
184,2022-01-14 14:42:29,16982,35.11,1123
185,2022-01-14 14:42:43,11154,44.35,1020
186,2022-01-14 14:42:57,19905,17.15,583
187,2022-01-14 14:43:11,17209,6.95,152
188,2022-01-14 14:43:25,17015,47.37,1042
189,2022-01-14 14:43:39,14344,37.11,1373
190,2022-01-14 14:43:53,15358,9.93,307
191,2022-01-15 15:44:07,19424,22.32,624
192,2022-01-15 15:44:47,11207,37.32,1268
193,2022-01-15 15:45:27,19813,19.16,325
194,2022-01-15 15:46:07,16443,42.52,1530
195,2022-01-15 15:46:47,11433,39.11,1055
196,2022-01-15 15:47:27,14128,12.66,341
197,2022-01-15 15:48:07,10935,23.39,771
198,2022-01-15 15:48:47,18522,18.95,682
199,2022-01-15 15:49:27,14830,37.17,1486
200,2022-01-15 15:50:07,18757,44.82,1658
201,2022-01-15 15:50:47,17107,20.51,758
202,2022-01-15 15:51:27,19771,18.82,508
203,2022-01-15 15:52:07,10793,34.89,1081
204,2022-01-15 15:52:47,15101,40.24,1569
205,2022-01-15 15:53:27,15815,38.26,1033
206,2022-01-15 15:54:07,11722,10.67,394
207,2022-01-15 15:54:47,19532,25.3,860
208,2022-01-15 15:55:27,11113,8.54,213
209,2022-01-16 16:56:07,12960,33.11,1291
210,2022-01-16 16:57:06,10230,18.96,701
211,2022-01-16 16:58:05,16370,40.15,1485
212,2022-01-16 16:59:04,18207,31.88,478
213,2022-01-16 17:00:03,16388,20.19,343
214,2022-01-16 17:01:02,12966,25.8,722
215,2022-01-16 17:02:01,17312,33.52,871
216,2022-01-16 17:03:00,15011,19.72,374
217,2022-01-16 17:03:59,10153,43.43,1129
218,2022-01-16 17:04:58,18497,19.16,632
219,2022-01-16 17:05:57,11671,44.84,717
220,2022-01-16 17:06:56,13887,20.12,744
221,2022-01-16 17:07:55,18555,30.82,801
222,2022-01-16 17:08:54,17671,46.18,1154
223,2022-01-16 17:09:53,19375,32.52,715
224,2022-01-16 17:10:52,16511,44.3,1550
225,2022-01-16 17:11:51,12697,24.93,598
226,2022-01-17 18:12:50,17690,24.03,696
227,2022-01-17 18:13:08,10786,19.31,386
228,2022-01-17 18:13:26,15343,6.07,224
229,2022-01-17 18:13:44,13217,46.69,1727
230,2022-01-17 18:14:02,14276,40.33,1492
231,2022-01-17 18:14:20,19202,37.17,1449
232,2022-01-17 18:14:38,12667,31.11,1213
233,2022-01-17 18:14:56,13547,45.07,1802
234,2022-01-17 18:15:14,18265,33.59,604
235,2022-01-17 18:15:32,16048,18.87,358
236,2022-01-17 18:15:50,18616,14.54,348
237,2022-01-17 18:16:08,18927,25.8,619
238,2022-01-17 18:16:26,14425,21.47,687
239,2022-01-17 18:16:44,19647,12.1,266
240,2022-01-17 18:17:02,16494,25.26,606
241,2022-01-17 18:17:20,11123,29.84,1014
242,2022-01-17 18:17:38,10254,17.62,458
243,2022-01-17 18:17:56,13366,20.27,749
244,2022-01-17 18:18:14,10634,32.28,1000
245,2022-01-17 18:18:32,16820,6.98,104
246,2022-01-18 19:18:50,12752,8.79,202
247,2022-01-18 19:19:09,12968,17.11,256
248,2022-01-18 19:19:28,16051,33.27,931
249,2022-01-18 19:19:47,15966,35.61,1246
250,2022-01-18 19:20:06,18763,27.47,412
251,2022-01-18 19:20:25,14028,49.16,835
252,2022-01-18 19:20:44,13543,39.63,1268
253,2022-01-18 19:21:03,14946,5.91,141
254,2022-01-18 19:21:22,12178,37.39,1420
255,2022-01-18 19:21:41,18581,42.06,1598
256,2022-01-18 19:22:00,15884,14.28,556
257,2022-01-18 19:22:19,17533,12.04,349
258,2022-01-19 20:22:38,10185,42.65,682
259,2022-01-19 20:23:16,16799,28.56,628
260,2022-01-19 20:23:54,17048,30.3,909
261,2022-01-19 20:24:32,10921,36.41,910
262,2022-01-19 20:25:10,14916,30.17,754
263,2022-01-19 20:25:48,15004,17.91,501
264,2022-01-19 20:26:26,13752,23.84,715
265,2022-01-19 20:27:04,17738,33.96,1120
266,2022-01-19 20:27:42,10993,8.28,256
267,2022-01-19 20:28:20,19785,23.57,471
268,2022-01-19 20:28:58,10101,6.52,228
269,2022-01-19 20:29:36,15451,22.52,563
270,2022-01-19 20:30:14,12229,25.23,908
271,2022-01-19 20:30:52,11353,7.9,142
272,2022-01-19 20:31:30,19718,17.84,267
273,2022-01-19 20:32:08,17782,29.68,1157
274,2022-01-20 21:32:46,14069,16.82,353
275,2022-01-20 21:33:02,17132,18.21,600
276,2022-01-20 21:33:18,18462,16.47,658
277,2022-01-20 21:33:34,18644,21.56,689
278,2022-01-20 21:33:50,14702,48.22,1350
279,2022-01-20 21:34:06,15056,38.43,1229
280,2022-01-20 21:34:22,12475,27.35,547
281,2022-01-20 21:34:38,10964,21.02,630
282,2022-01-20 21:34:54,15640,29.23,526
283,2022-01-20 21:35:10,17973,47.81,812
284,2022-01-20 21:35:26,14200,8.95,268
285,2022-01-20 21:35:42,15938,33.0,726
286,2022-01-20 21:35:58,11465,39.46,1302
287,2022-01-20 21:36:14,18373,9.36,318
288,2022-01-21 22:36:30,12209,46.19,1801
289,2022-01-21 22:37:28,16843,12.47,249
290,2022-01-21 22:38:26,17666,22.72,658
291,2022-01-21 22:39:24,16617,18.05,397
292,2022-01-21 22:40:22,18857,11.81,377
293,2022-01-21 22:41:20,16729,22.72,636
294,2022-01-21 22:42:18,13097,25.52,969
295,2022-01-21 22:43:16,11886,45.36,861
296,2022-01-21 22:44:14,12682,32.0,864
297,2022-01-21 22:45:12,18357,31.97,479
298,2022-01-21 22:46:10,15758,27.04,676
299,2022-01-21 22:47:08,13317,22.88,549
300,2022-01-22 23:48:06,13410,11.45,423
301,2022-01-22 23:48:41,13444,40.79,897
302,2022-01-22 23:49:16,12458,12.77,332
303,2022-01-22 23:49:51,10764,39.94,958
304,2022-01-22 23:50:26,18707,39.78,914
305,2022-01-22 23:51:01,18015,49.98,849
306,2022-01-22 23:51:36,19476,48.29,1496
307,2022-01-22 23:52:11,18831,10.79,388
308,2022-01-22 23:52:46,17484,23.17,741
309,2022-01-22 23:53:21,19685,34.49,1276
310,2022-01-22 23:53:56,15326,15.95,303
311,2022-01-22 23:54:31,13123,35.54,1243
312,2022-01-22 23:55:06,17446,46.2,1617
313,2022-01-22 23:55:41,13912,38.59,964
314,2022-01-22 23:56:16,15684,27.25,953
315,2022-01-22 23:56:51,18663,43.82,1314
316,2022-01-22 23:57:26,11947,42.68,1408
317,2022-01-22 23:58:01,10292,10.88,195
318,2022-01-22 23:58:36,19842,28.28,1074
319,2022-01-22 23:59:11,13852,14.3,228
320,2022-01-24 00:59:46,19040,42.66,981
321,2022-01-24 01:00:40,16914,25.43,1017
322,2022-01-24 01:01:34,17970,38.59,617
323,2022-01-24 01:02:28,17820,13.35,333
324,2022-01-24 01:03:22,17318,15.98,287
325,2022-01-24 01:04:16,15245,38.59,1543
326,2022-01-24 01:05:10,14549,39.87,1275
327,2022-01-24 01:06:04,10762,49.74,1243
328,2022-01-24 01:06:58,11666,40.39,1534
329,2022-01-24 01:07:52,13020,29.78,804
330,2022-01-24 01:08:46,19248,13.38,414
331,2022-01-24 01:09:40,15486,24.84,695
332,2022-01-24 01:10:34,15425,23.11,623
333,2022-01-24 01:11:28,12633,42.48,1146
334,2022-01-24 01:12:22,18740,39.13,1330
335,2022-01-24 01:13:16,13778,16.01,608
336,2022-01-24 01:14:10,18976,6.64,146
337,2022-01-25 02:15:04,12997,38.42,1306
338,2022-01-25 02:15:18,11878,5.83,134
339,2022-01-25 02:15:32,12670,46.29,1666
340,2022-01-25 02:15:46,15033,20.47,798
341,2022-01-25 02:16:00,14981,46.74,1121
342,2022-01-25 02:16:14,10898,46.22,1617
343,2022-01-25 02:16:28,13651,17.16,394
344,2022-01-25 02:16:42,13811,22.7,771
345,2022-01-25 02:16:56,18348,24.48,563
346,2022-01-25 02:17:10,15133,41.73,1001
347,2022-01-25 02:17:24,12328,33.08,1290
348,2022-01-25 02:17:38,19636,14.49,347
349,2022-01-25 02:17:52,10702,35.71,571
350,2022-01-25 02:18:06,11710,8.49,246
351,2022-01-25 02:18:20,11233,31.82,795
352,2022-01-25 02:18:34,12969,12.67,190
353,2022-01-25 02:18:48,10922,22.61,339
354,2022-01-25 02:19:02,13375,36.2,1049
355,2022-01-25 02:19:16,16185,35.76,858
356,2022-01-25 02:19:30,13828,8.12,211
357,2022-01-26 03:19:44,17840,47.43,1280
358,2022-01-26 03:19:57,13968,7.38,118
359,2022-01-26 03:20:10,10201,11.18,413
360,2022-01-26 03:20:23,11682,47.86,1387
361,2022-01-26 03:20:36,14222,48.36,1644
362,2022-01-26 03:20:49,10855,26.54,663
363,2022-01-26 03:21:02,13428,34.01,544
364,2022-01-26 03:21:15,15354,26.56,929
365,2022-01-26 03:21:28,10511,20.05,441
366,2022-01-26 03:21:41,14055,16.42,623
367,2022-01-27 04:21:54,17069,37.98,759
368,2022-01-27 04:22:34,18281,29.34,1056
369,2022-01-27 04:23:14,10879,12.97,363
370,2022-01-27 04:23:54,17770,13.77,344
371,2022-01-27 04:24:34,10152,24.34,657
372,2022-01-27 04:25:14,12386,44.63,1115
373,2022-01-27 04:25:54,19521,46.7,1541
374,2022-01-27 04:26:34,10848,14.64,512
375,2022-01-27 04:27:14,12813,22.8,775
376,2022-01-27 04:27:54,12659,5.68,176
377,2022-01-27 04:28:34,18095,24.27,897
378,2022-01-27 04:29:14,12942,29.79,476
379,2022-01-27 04:29:54,13493,18.31,421
380,2022-01-27 04:30:34,16615,5.99,155
381,2022-01-27 04:31:14,10994,22.08,463
382,2022-01-27 04:31:54,15182,28.09,983
383,2022-01-27 04:32:34,12940,45.62,1733
384,2022-01-27 04:33:14,13322,7.62,175
385,2022-01-28 05:33:54,18133,11.53,242
386,2022-01-28 05:34:32,13336,12.1,181
387,2022-01-28 05:35:10,19328,24.75,866
388,2022-01-28 05:35:48,10138,23.18,533
389,2022-01-28 05:36:26,18094,44.91,1077
390,2022-01-28 05:37:04,16387,34.57,933
391,2022-01-28 05:37:42,18680,46.27,1711
392,2022-01-28 05:38:20,15442,10.53,231
393,2022-01-28 05:38:58,19817,20.95,838
394,2022-01-28 05:39:36,15010,12.15,206
395,2022-01-28 05:40:14,15596,35.08,1403
396,2022-01-29 06:40:52,17318,33.49,1071
397,2022-01-29 06:41:36,12707,36.39,727
398,2022-01-29 06:42:20,19791,21.33,383
399,2022-01-29 06:43:04,16907,12.61,264
400,2022-01-29 06:43:48,15645,40.75,1385
401,2022-01-29 06:44:32,13106,41.3,991
402,2022-01-29 06:45:16,10263,30.8,646
403,2022-01-29 06:46:00,16136,8.23,304
404,2022-01-29 06:46:44,15245,18.34,458
405,2022-01-29 06:47:28,19898,37.34,858
406,2022-01-29 06:48:12,11399,19.85,575
407,2022-01-29 06:48:56,19999,40.68,854
408,2022-01-29 06:49:40,12067,20.78,623
409,2022-01-29 06:50:24,10243,44.89,1301
410,2022-01-29 06:51:08,11431,9.52,371
411,2022-01-29 06:51:52,18695,10.68,395
412,2022-01-30 07:52:36,11575,8.89,195
413,2022-01-30 07:53:12,14363,5.63,95
414,2022-01-30 07:53:48,19525,46.74,934
415,2022-01-30 07:54:24,14505,32.88,1085
416,2022-01-30 07:55:00,16689,30.09,1053
417,2022-01-30 07:55:36,13596,18.27,401
418,2022-01-30 07:56:12,14311,14.53,421
419,2022-01-30 07:56:48,13422,27.61,496
420,2022-01-30 07:57:24,18218,36.57,694
421,2022-01-30 07:58:00,14073,15.75,582
422,2022-01-30 07:58:36,14255,6.38,159
423,2022-01-30 07:59:12,16097,14.34,530
424,2022-01-30 07:59:48,15011,25.91,466
425,2022-01-30 08:00:24,11236,29.47,589
426,2022-01-30 08:01:00,12191,31.73,571
427,2022-01-30 08:01:36,15639,49.08,736
428,2022-01-31 09:02:12,19301,24.58,958
429,2022-01-31 09:02:50,19707,20.64,639
430,2022-01-31 09:03:28,18916,43.04,989
431,2022-01-31 09:04:06,11553,41.14,1357
432,2022-01-31 09:04:44,10127,9.56,181
433,2022-01-31 09:05:22,15016,16.36,556
434,2022-01-31 09:06:00,16835,46.25,1248
435,2022-01-31 09:06:38,17811,10.69,245
436,2022-01-31 09:07:16,13589,20.27,466
437,2022-01-31 09:07:54,16699,15.1,422
438,2022-01-31 09:08:32,17807,48.62,1555
439,2022-01-31 09:09:10,10499,48.98,1469
440,2022-01-31 09:09:48,17470,43.64,1745
441,2022-01-31 09:10:26,10590,36.24,1232
442,2022-02-01 10:11:04,15038,22.46,426
443,2022-02-01 10:11:44,11516,32.2,579
444,2022-02-01 10:12:24,19471,12.7,355
445,2022-02-01 10:13:04,10190,29.24,467
446,2022-02-01 10:13:44,14384,23.56,612
447,2022-02-01 10:14:24,12344,16.51,594
448,2022-02-01 10:15:04,15569,13.53,243
449,2022-02-01 10:15:44,12647,10.02,400
450,2022-02-01 10:16:24,16068,20.62,309
451,2022-02-01 10:17:04,13043,39.47,1578
452,2022-02-01 10:17:44,12902,6.25,218
453,2022-02-01 10:18:24,13248,28.25,1017
454,2022-02-01 10:19:04,17708,33.88,1084
455,2022-02-01 10:19:44,18585,39.8,955
456,2022-02-01 10:20:24,15404,35.33,918
457,2022-02-01 10:21:04,14797,31.41,942
458,2022-02-01 10:21:44,18290,16.62,349
459,2022-02-01 10:22:24,18755,13.55,392
460,2022-02-02 11:23:04,15809,29.54,561
461,2022-02-02 11:23:18,12244,49.45,1335
462,2022-02-02 11:23:32,11433,33.78,709
463,2022-02-02 11:23:46,11991,18.36,477
464,2022-02-02 11:24:00,13640,48.63,1410
465,2022-02-02 11:24:14,12230,42.4,1653
466,2022-02-02 11:24:28,18054,12.24,440
467,2022-02-02 11:24:42,19717,28.1,1095
468,2022-02-02 11:24:56,14346,13.97,335
469,2022-02-02 11:25:10,18989,13.37,534
470,2022-02-02 11:25:24,19390,37.93,948
471,2022-02-02 11:25:38,17493,30.45,974
472,2022-02-02 11:25:52,17700,8.84,167
473,2022-02-02 11:26:06,15388,9.04,316
474,2022-02-02 11:26:20,18156,36.95,739
475,2022-02-02 11:26:34,14441,35.63,1353
476,2022-02-03 12:26:48,18344,49.07,1668
477,2022-02-03 12:27:43,17162,31.67,855
478,2022-02-03 12:28:38,12708,45.1,1623
479,2022-02-03 12:29:33,16342,44.09,925
480,2022-02-03 12:30:28,18354,25.49,611
481,2022-02-03 12:31:23,11598,32.52,585
482,2022-02-03 12:32:18,11674,11.66,396
483,2022-02-03 12:33:13,10601,31.5,1102
484,2022-02-03 12:34:08,12963,25.78,747
485,2022-02-03 12:35:03,17434,39.11,1525
486,2022-02-03 12:35:58,12088,13.92,515
487,2022-02-03 12:36:53,18877,29.62,681
488,2022-02-03 12:37:48,10785,13.72,343
489,2022-02-03 12:38:43,17371,30.19,603
490,2022-02-03 12:39:38,10105,35.5,1278
491,2022-02-03 12:40:33,17598,20.41,714
492,2022-02-04 13:41:28,18317,44.5,1246
493,2022-02-04 13:42:03,15337,23.48,845
494,2022-02-04 13:42:38,19759,33.18,497
495,2022-02-04 13:43:13,16966,44.3,1550
496,2022-02-04 13:43:48,12593,33.18,497
497,2022-02-04 13:44:23,14224,31.66,981
498,2022-02-04 13:44:58,11597,35.87,645
499,2022-02-04 13:45:33,18436,17.74,656
500,2022-02-04 13:46:08,11806,38.43,1152
501,2022-02-04 13:46:43,19121,41.04,1436
502,2022-02-04 13:47:18,18541,32.31,1227
503,2022-02-04 13:47:53,14310,40.73,1425
504,2022-02-04 13:48:28,18143,42.48,1486
505,2022-02-04 13:49:03,13388,26.17,994
506,2022-02-04 13:49:38,16636,47.22,1038
507,2022-02-04 13:50:13,19523,7.51,225
508,2022-02-04 13:50:48,12259,8.33,308
509,2022-02-04 13:51:23,12786,44.2,928
510,2022-02-04 13:51:58,17942,34.35,858
511,2022-02-04 13:52:33,11205,42.04,1513
512,2022-02-05 14:53:08,18649,7.22,173
513,2022-02-05 14:53:24,15623,29.05,1045
514,2022-02-05 14:53:40,11014,5.18,160
515,2022-02-05 14:53:56,16119,11.27,360
516,2022-02-05 14:54:12,10033,13.95,362
517,2022-02-05 14:54:28,16053,24.81,471
518,2022-02-05 14:54:44,11892,8.15,146
519,2022-02-05 14:55:00,14307,13.78,496
520,2022-02-05 14:55:16,12951,15.56,622
521,2022-02-05 14:55:32,10923,38.5,924
522,2022-02-05 14:55:48,11450,24.49,734
523,2022-02-05 14:56:04,12529,18.08,415
524,2022-02-05 14:56:20,13615,25.22,807
525,2022-02-05 14:56:36,19896,36.04,828
526,2022-02-05 14:56:52,14154,45.98,1701
527,2022-02-05 14:57:08,17663,27.58,551
528,2022-02-05 14:57:24,19242,49.54,1436
529,2022-02-05 14:57:40,12429,38.66,695
530,2022-02-05 14:57:56,13936,10.48,157
531,2022-02-05 14:58:12,13393,35.35,989
532,2022-02-06 15:58:28,19069,47.44,1755
533,2022-02-06 15:58:46,18148,48.13,770
534,2022-02-06 15:59:04,15978,24.11,602
535,2022-02-06 15:59:22,18835,12.69,203
536,2022-02-06 15:59:40,12620,15.81,553
537,2022-02-06 15:59:58,11497,41.04,1395
538,2022-02-06 16:00:16,18347,21.85,830
539,2022-02-06 16:00:34,14069,35.14,632
540,2022-02-06 16:00:52,11335,23.27,837
541,2022-02-06 16:01:10,12103,27.8,861
542,2022-02-06 16:01:28,15149,21.97,812
543,2022-02-06 16:01:46,16662,35.52,1243
544,2022-02-07 17:02:04,18173,31.56,1262
545,2022-02-07 17:02:57,10489,8.1,121
546,2022-02-07 17:03:50,18635,24.38,585
547,2022-02-07 17:04:43,13646,24.71,840
548,2022-02-07 17:05:36,16036,40.43,1536
549,2022-02-07 17:06:29,14399,36.65,879
550,2022-02-07 17:07:22,13899,8.2,319
551,2022-02-07 17:08:15,17497,24.11,675
552,2022-02-07 17:09:08,17654,32.61,1173
553,2022-02-07 17:10:01,12869,9.83,393
554,2022-02-07 17:10:54,13256,13.93,306
555,2022-02-07 17:11:47,11206,48.41,822
556,2022-02-07 17:12:40,16612,15.44,494
557,2022-02-07 17:13:33,12086,21.22,403
558,2022-02-07 17:14:26,18840,14.69,293
559,2022-02-07 17:15:19,17842,7.99,127
560,2022-02-07 17:16:12,10668,15.97,303
561,2022-02-07 17:17:05,14413,9.66,280
562,2022-02-07 17:17:58,12172,22.33,357
563,2022-02-08 18:18:51,16912,22.44,628
564,2022-02-08 18:19:13,19101,35.85,1075
565,2022-02-08 18:19:35,15016,30.93,958
566,2022-02-08 18:19:57,11184,41.59,790
567,2022-02-08 18:20:19,15509,14.92,432
568,2022-02-08 18:20:41,15837,14.3,328
569,2022-02-08 18:21:03,15001,11.12,189
570,2022-02-08 18:21:25,16214,29.9,1166
571,2022-02-08 18:21:47,15886,8.29,174
572,2022-02-08 18:22:09,14360,21.28,532
573,2022-02-08 18:22:31,10609,22.4,739
574,2022-02-08 18:22:53,15141,20.04,501
